0,1,2,3,4,5
66,0.45283019,0.0948908,0.23169847,0.3915547,0.2536502715607429
67,0.42785744559093447,0.18139095,0.1643223,0.4887516534061599,0.4380191124298784
68,0.2780954309079027,0.29406364,0.19571505,0.4939808633934613,0.4608027480776151
69,0.14308176,0.13917969,0.30367168,0.6621881,0.2863838192432321
70,0.13522013,0.2771157668984858,0.4421937,0.52975048,0.13780551590577267
71,0.3346316152755333,0.675770322671148,0.35094738,0.41986121894927614,0.39664940663803117
72,0.4603950386684426,0.16945765,0.43182978,0.4964089319493506,0.4951707720629113
73,0.3392725286241925,0.6627326560516508,0.45266499,0.4962056215220375,0.4895002823693789
74,0.04245283,0.39508494694445184,0.32072736,0.42694878437533995,0.3228284323461368
75,0.2911569025862576,0.16726197,0.52642107,0.40687410469887453,0.38379443216124504
76,0.2064699547392682,0.15163526,0.49746791,0.45118451270071425,0.33140587313260683
77,0.19811321,0.1577753,0.24442288,0.24184261,0.3089725122122875
78,0.20754717,0.35866142859452144,0.42638974,0.4270507134252599,0.2446606425204509
79,0.22955975,0.2550669383544701,0.33199143,0.4868734206204159,0.34475972320579323
80,0.5673674826120599,0.33323841148982425,0.32221038,0.496787429894425,0.49438254912724167
81,0.5675425507339762,0.11583184811211754,0.46983081,0.4405103097564253,0.4540492246963297
82,0.19654088,0.07870883,0.42220618,0.6621881,0.20467065480574564
83,0.07075472,0.2542295,0.45324854,0.4273038592762017,0.17936313064950477
84,0.41331875947142005,0.6441456950222608,0.38868476,0.4390009466559083,0.19359578250869192
85,0.3253844075062725,0.24826863070184552,0.42008401,0.4777979479510775,0.445121340834903
86,0.5465152771288619,0.40070612600130473,0.48030298,0.4334343672427145,0.25690024708256515
87,0.22012579,0.1393548899642541,0.60059941,0.41165847684838464,0.2572859012550742
88,0.17610063,0.30483191826732275,0.22947325,0.42610365,0.31110585821635245
89,0.21543685807649246,0.4523742045055804,0.54216333,0.4058177370308488,0.43368573454876375
90,0.03616352,0.37337598080555123,0.53018122,0.42728181678675053,0.2048887757324996
91,0.2952164990141325,0.4196493164416505,0.41150733,0.42610365,0.45805992069505175
92,0.45940057342925633,0.5600805554723938,0.48418599358579056,0.4931265349589365,0.2436568290516554
93,0.2119906685885022,0.2781027797250386,0.38918094,0.48640092487648867,0.4970610885335937
94,0.21597540012111738,0.6952839976607436,0.45121806,0.44739478951346445,0.49669483018451194
95,0.0,0.25578695,0.39797433,0.40551097523694407,0.2215014106295415
96,0.50628931,0.6022465965316938,0.55635307,0.57581574,0.3689197109302131
97,0.520473573454411,0.05393041,0.30971949,0.51055662,0.19081171348319229
98,0.47012579,0.16814916,0.30353741,0.55662188,0.3835130568138815
99,0.66509434,0.08559043,0.32545974,0.92130518,0.13873697873551682
100,0.84433962,0.14544163,0.28383854,0.64491363,0.13442137390525394
101,0.84433962,0.25762183,0.23504455,0.28790787,0.23058494828874906
102,0.33638261395666913,0.6109930062005463,0.3444589,0.4656953227694665,0.2401702187272921
103,0.5965567630514552,0.13737443,0.2288467,0.47600768,0.29139340674971986
104,0.77987421,0.22222229,0.31919075,0.63723608,0.23316112970299788
105,0.66981132,0.6195662273300313,0.42900892,0.72168906,0.4278296134416364
106,0.92924528,0.16708875,0.24812303,0.46641075,0.31281632871134074
107,0.89779874,0.03084524,0.27764889,0.49136276,0.2808672552791767
108,0.74685535,0.1529857625753807,0.51570197,0.4545929724511625,0.24464871011175948
109,0.63679245,0.1003515,0.24696454,0.58349328,0.25379320964318475
110,0.88679245,0.11690077,0.37033722,0.378119,0.16884135342061024
111,0.52672956,0.16020323860441216,0.18770074,0.47216891,0.18568971302395199
112,0.46275850241227473,0.1042754684920254,0.30216282,0.47216891,0.2955594081786463
113,0.46226415,0.23522187,0.22763722,0.67178503,0.17675167457403723
114,0.47169811,0.06773625,0.15923763,0.87332054,0.2395531595512937
115,0.47327044,0.36671143,0.19556529,0.67658349,0.16371449832974072
116,0.53930818,0.5596684544879343,0.24836647,0.41458733,0.30787549134073894
117,0.40994795928815203,0.16410701,0.21613045,0.49781430427115514,0.3613008560238681
118,0.47327044,0.5791823428702945,0.17755622,0.42610365,0.15571963856249327
119,0.26331052689780227,0.6728525528934771,0.3806308,0.49520154,0.3086548561414106
120,0.47327044,0.19877040814957125,0.21117288,0.4318618,0.3520173779041632
121,0.2376172076661685,0.6130388379634443,0.24250554,0.43761996,0.15035784015298304
122,0.45125786,0.6770382862029092,0.25064391,0.38003839,0.40995235219688364
123,0.53930818,0.12169888,0.21594105,0.44913628,0.33704330557145495
124,0.53616352,0.14219377,0.26373748,0.43761996,0.21468036464696305
125,0.47798742,0.5550129569490189,0.24137799,0.61612284,0.23948488507623317
126,0.49213836,0.35998221,0.169336,0.65873321,0.27139812442632105
127,0.50628931,0.07322539,0.19795909,0.74856046,0.14783212214814354
128,0.50628931,0.30444236,0.23817323,0.66794626,0.40240453385078595
129,0.49528302,0.13359243,0.23027827,0.48368522,0.27727841798161074
130,0.52672956,0.3965019552969078,0.2438279,0.49520154,0.1994808360043442
131,0.5082590351846475,0.1236073901119424,0.25083098,0.54126679,0.29143150154081715
132,0.53930818,0.15268134,0.27647795,0.44913628,0.2606609342914178
133,0.50786164,0.11720326,0.1812623,0.63627639,0.2882182337291989
134,0.50628931,0.21698406,0.19852742,0.59884837,0.13881517397946205
135,0.5389949718632836,0.41100280893205565,0.22086678,0.48368522,0.36503473109740764
136,0.52358491,0.23789252,0.22368734,0.82456814,0.3435694156124357
137,0.53930818,0.24238172,0.17204688,0.33397313,0.30439832288719193
138,0.49213836,0.10291867,0.19334083,0.72840691,0.19943249053156253
139,0.5408805,0.20532163,0.19692972,0.41458733,0.22036128442956965
140,0.52358491,0.3586542429952899,0.20817201,0.47294493385328873,0.23933866460679967
141,0.50786164,0.4914978402632638,0.19134099,0.50671785,0.3253118762444542
142,0.48899371,0.18392402,0.22556731,0.5950096,0.21196663512398284
143,0.45125786,0.4989531002008598,0.30651134,0.47216891,0.20587174985743542
144,0.49528302,0.11402716,0.34009021,0.51823417,0.14102074345501142
145,0.53930818,0.27085802,0.29226442,0.72783109,0.3680725728281945
146,0.47798742,0.17391292,0.2503083,0.38003839,0.31263202677712926
147,0.5408805,0.16229842,0.28998485,0.4896085954943089,0.3164293678552242
148,0.49213836,0.4262321719792507,0.21680903,0.41458733,0.3100726091724677
149,0.41250511063786166,0.1559081,0.2671808,0.437957834763591,0.25956448799318754
150,0.53930818,0.2232642,0.23800329,0.3915547,0.44287532116528583
151,0.44909404358942984,0.28892342942463145,0.29123514,0.48322958121677173,0.4929351641804088
152,0.47798742,0.2180272568502112,0.22301745,0.34548944,0.17298329075251753
153,0.50786164,0.33777872,0.17748226,0.72264875,0.27789458795251354
154,0.51415094,0.3041884,0.15854305,0.38003839,0.14582188772077812
155,0.49842767,0.20522291,0.22853924,0.44913628,0.14427325218922976
156,0.5408805,0.16187577,0.26625343,0.70019194,0.31036846561597736
157,0.46855346,0.2762080472914404,0.3140939,0.62476008,0.21300403063225332
158,0.52672956,0.22852403,0.23953501,0.49520154,0.2494220970748588
159,0.51257862,0.25701678,0.26581143,0.42610365,0.36105035542463865
160,0.52672956,0.20152594,0.19582339,0.50095969,0.19063513668250526
161,0.47327044,0.24894917,0.18691763,0.36852207,0.19569295905912878
162,0.52672956,0.18659012,0.25724749,0.47216891,0.2295794565246394
163,0.47798742,0.14319175,0.23030922,0.35700576,0.2248426976741338
164,0.34451808113350463,0.17478854,0.33960851,0.42610365,0.2304898992856167
165,0.51257862,0.17088094,0.22993033,0.48368522,0.22164283256970976
166,0.49528302,0.29918339,0.21261383,0.44913628,0.2706093163544556
167,0.55188679,0.16878655,0.22999266,0.38003839,0.2546818242362516
168,0.47798742,0.09869407,0.24703559,0.70940499,0.29116142488407804
169,0.52672956,0.24969738,0.21533396,0.54126679,0.24047663567618532
170,0.51257862,0.30249473,0.1927484,0.74664107,0.3314334853896898
171,0.49213836,0.06492914,0.2195561,0.43761996,0.2923245833201529
172,0.50628931,0.40798682102989847,0.28500766,0.4797689784449507,0.37635072055333907
173,0.51257862,0.07825567,0.17171436,0.72168906,0.254450691182588
174,0.55188679,0.17701872,0.2031769,0.47216891,0.17583148876385907
175,0.44025157,0.32917642,0.23926612,0.48368522,0.3196456086731096
176,0.50628931,0.30803901,0.19785408,0.6403071,0.16859294074759867
177,0.50786164,0.32031517613364324,0.25799281,0.41458733,0.28577199398600833
178,0.45125786,0.13923328,0.26311974,0.44913628,0.18996675915376812
179,0.45125786,0.5674442756406081,0.25098476,0.48368522,0.29895642056960475
180,0.53616352,0.22730943,0.30684807,0.70537428,0.2839133564101643
181,0.44025157,0.18572902284891823,0.29032731,0.4068288576648267,0.3698357413603706
182,0.48584906,0.15505746,0.14390263,0.98272553,0.2244015284880098
183,0.51572327,0.09391453,0.24180218,0.70479846,0.26701488142010577
184,0.51572327,0.17131609,0.26181493,0.47735750140452005,0.20710861539956088
185,0.47798742,0.3984567906431048,0.23201521,0.46065259,0.12536660703922195
186,0.48899371,0.09839215,0.1658197,0.39539347,0.30322622162056034
187,0.40408805,0.18890159,0.25262437,0.4655354479031007,0.3777102418206873
188,0.52672956,0.09144687,0.2213825,0.52207294,0.21092006489168683
189,0.65566038,0.10856302,0.27407855,0.58963532,0.15449015092586033
190,0.53773585,0.17625525,0.21875654,0.25335893,0.2266846126159695
191,0.61949686,0.11538285,0.71454857,0.3512476,0.20212576045927383
192,0.55345912,0.15730078875196102,0.17419253,0.41579564332418795,0.29647139495043207
193,0.37893082,0.28468944301096283,0.30464354,0.4581813454314567,0.1568840094499792
194,0.52672956,0.6967230768888133,0.1973454,0.4675107478034789,0.22256041716299338
195,0.69968553,0.09597225,0.41209741,0.48176583,0.24815656207637463
196,0.64622642,0.30068304,0.36117041,0.57005758,0.2039020414745525
197,0.40408805,0.13428871,0.19688484,0.49712092,0.27223487307256566
198,0.8836478,0.08846805,0.60801634,0.36084453,0.31464099842186766
199,0.44760760059877824,0.12499858,0.21349467,0.29942418,0.3346778793636079
200,0.72641509,0.09317424,0.44084026,0.60268714,0.3064302351786102
201,0.68867925,0.08329107,0.42803723,0.57197697,0.16885235379087282
202,0.50314465,0.0709681,0.28893856,0.58733205,0.16151018357747712
203,0.2523167396057938,0.12565778,0.26467296,0.43761996,0.2883147934514919
204,0.6918239,0.23101477507634235,0.25808954,0.4067009886837214,0.34166897963328613
205,0.63679245,0.03681596,0.3877316,0.60652591,0.23138923088734767
206,0.49842767,0.14388303,0.13173117,0.34165067,0.3148558519155151
207,0.5784920220800536,0.1605585,0.29285306,0.23608445,0.424397202179516
208,0.50314465,0.09097665,0.21767309,0.51247601,0.12446187582420255
209,0.58176101,0.0510346,0.458543,0.59692898,0.25286023292894083
210,0.38672482785514734,0.14523382,0.41729509,0.44913628,0.47816716876296445
211,0.47012579,0.08089163,0.21269289,0.0806142,0.37264817915672516
212,0.46383648,0.03544055,0.34653542,0.53550864,0.24237131109667376
213,0.5,0.12903611,0.16171416,0.55278311,0.24982944539512544
214,0.4009434,0.05752729,0.19159917,0.48560461,0.26458563174136546
215,0.61006289,0.11729139,0.16166785,0.4049904,0.2810668304613167
216,0.4009434,0.10614028,0.17419705,0.58349328,0.26382940784827946
217,0.52358491,0.28892638,0.41413401,0.46065259,0.23172484971917587
218,0.87264151,0.08474437,0.24190953,0.41458733,0.33034534207466787
219,0.5927673,0.15056847,0.20966236,0.49328215,0.29926024941288126
220,0.4689330779359711,0.2163284599178168,0.27951358,0.4001837843930974,0.31317891838000816
221,0.5711874168461477,0.6130141841531591,0.22303973,0.41985820101716653,0.2859384071403412
222,0.5163043807207972,0.34887101889964894,0.18282368,0.4774597793292056,0.3045090173653105
223,0.2135927726510415,0.6638956003945965,0.13007855,0.4540797052716135,0.3497667249470699
224,0.5942512142004415,0.23147939878453003,0.33143833,0.4880115828306883,0.2903722567506988
225,0.4110674214990233,0.6424776273396093,0.16281809,0.4448947678900341,0.281972557657373
226,0.48899371,0.3035740981309048,0.12160023,0.47592756552810134,0.3390774524344586
227,0.39616697831247916,0.6665115810475938,0.21520666,0.44232173290712684,0.31922255507106156
228,0.3912562136179355,0.5369993418363006,0.14378197,0.4352299485959874,0.33414162148433724
229,0.46855346,0.13268558445887813,0.27067768,0.4516855026965087,0.2660994393612943
230,0.66194969,0.25740982,0.27326158,0.71785029,0.20204091833559606
231,0.5819071781932893,0.22609213,0.33302929,0.4041303707500286,0.4981078349380573
232,0.5,0.05224796,0.370188,0.68637236,0.18846105094105006
233,0.56918239,0.12025771,0.21527638,0.49904031,0.26248990208610223
234,0.50943396,0.09307246,0.15142321,0.41266795,0.2608439102298805
235,0.63679245,0.09340508,0.35401751,0.58733205,0.2614951739616757
236,0.61949686,0.11728296,0.41227462,0.58272553,0.24265895177015517
237,0.68710692,0.07191934,0.31275895,0.61036468,0.050421591209810906
238,0.24507708947455767,0.24922402,0.3147119,0.40307102,0.15906954568711368
239,0.67295597,0.06320235,0.5308609,0.57773512,0.32029788338707893
240,0.25783351454145415,0.06329446,0.25436654,0.49289827,0.10984795080851384
241,0.54559748,0.09321802,0.20859222,0.45489443,0.28034342703743553
242,0.59433962,0.03744141,0.23236786,0.49136276,0.29607351536333054
243,0.60534591,0.18281528,0.35413666,0.71017274,0.22659118285721158
244,0.49528302,0.19580292,0.19186476,0.6353167,0.3683206721090154
245,0.4827044,0.2087195,0.23033648,0.28790787,0.2795829036530688
246,0.49528302,0.11523936,0.1781402,0.61036468,0.3855108317480636
247,0.42610063,0.33108798406736495,0.18828975,0.32245681,0.28570057122485704
248,0.54874214,0.21960186208163585,0.10167083,0.49107009489067377,0.41075360120195586
249,0.2660807948519414,0.26911475,0.17538669,0.43796884912144846,0.46389013124136097
250,0.46540881,0.1292317,0.157391,0.49328215,0.33426875675668244
251,0.41981132,0.17690084,0.1617301,0.45834933,0.36195387957287384
252,0.39150943,0.163937343869616,0.14860496,0.29942418,0.37243040976832326
253,0.3044312460081379,0.14161483,0.09955047,0.40948521929684734,0.4586236654556483
254,0.29559748,0.527616590834607,0.1674149,0.42833608470998197,0.350068376818582
255,0.5363569323372437,0.5714921868426914,0.24250206,0.32245681,0.481793573073083
256,0.28459119,0.25061713,0.2373029,0.4485640445372059,0.3246398632334749
257,0.54874214,0.19612084,0.24157679,0.44623871232012147,0.267000767189925
258,0.28459119,0.17158785,0.2020947,0.4967158130543985,0.28045110016143365
259,0.62578616,0.11290077,0.21773224,0.36852207,0.27445665899233335
260,0.52044025,0.19023646,0.17601862,0.44145873,0.39114388365194047
261,0.5077190082337665,0.22527667,0.15700278,0.4860799179323912,0.48605207866239125
262,0.53616352,0.09566805,0.15815755,0.5950096,0.33537259407731856
263,0.44496855,0.05291548,0.1509824,0.39347409,0.4904721859554241
264,0.39779874,0.16694731,0.15699753,0.18426104,0.30749300437368016
265,0.48584906,0.4895517902615799,0.21756543,0.4744317546070693,0.3369136242374478
266,0.44025157,0.0488046,0.28750372,0.69961612,0.2240195710684385
267,0.53930818,0.1856558396023818,0.1775024,0.56429942,0.34297694940790385
268,0.29559748,0.27727837,0.14074109,0.03454894,0.21525326240246992
269,0.30974843,0.39411072953080417,0.14825996,0.08637236,0.24674937330116029
270,0.35691824,0.5025895190445425,0.1430544,0.13819578,0.4668658968206643
271,0.41981132,0.33592974,0.14450774,0.4152635798431241,0.4244364835779493
272,0.28459119,0.15584794714223987,0.36089692,0.44913628,0.2079173539576746
273,0.3774034353073593,0.19126775,0.14503438,0.4389331694001911,0.37401760518168276
274,0.53616352,0.09475945,0.16732322,0.58349328,0.3656483989548109
275,0.5182576985222119,0.22930297,0.09757649,0.4888975219901862,0.44151056938320477
276,0.49213836,0.4572212227303277,0.11210059,0.44580312242388814,0.34222863204463005
277,0.25,0.18394874110418297,0.14569623,0.21880998,0.3099975512052137
278,0.46698113,0.3434153195951292,0.16724708,0.4666699942914625,0.32642547307966485
279,0.45754717,0.3875699753897456,0.15548935,0.62955854,0.3031456531263217
280,0.55974843,0.24624704046655338,0.26156847,0.481237313042048,0.20276215158459585
281,0.39779874,0.36094834987646207,0.13519354,0.69673704,0.268021182072541
282,0.4827044,0.10392279,0.16111647,0.38003839,0.30338202026349864
283,0.60220126,0.16028547648746594,0.22608214,0.86180422,0.23575269523752637
284,0.1918239,0.31671314,0.14172875,0.4699781793414269,0.40073612259605224
285,0.42924528,0.21025013,0.20201817,0.40307102,0.23667903911630828
286,0.47169811,0.6294146258108113,0.2619081,0.28790787,0.2854504778626803
287,0.57389937,0.1111933,0.20279723,0.60172745,0.3705766784984068
288,0.48584906,0.5674990205510053,0.1620679,0.52207294,0.4289339610600095
289,0.47327044,0.12411158,0.27525085,0.38003839,0.2486492823726595
290,0.41981132,0.23822219,0.19345974,0.4199976327542829,0.3274400731444186
291,0.26100629,0.21198301,0.1598315,0.21880998,0.2649637870468115
292,0.48742138,0.4463070024309381,0.10467823,0.4629821203045794,0.3336604956259609
293,0.41823899,0.6163152117385158,0.21257442,0.32245681,0.41176484027365523
294,0.56603774,0.12944988706554103,0.1834685,0.59309021,0.1658586332776332
295,0.52201258,0.11137298,0.27130324,0.64299424,0.27746331901310256
296,0.5927924267969717,0.6482923322323665,0.24596443,0.44281122740714934,0.20917530923662087
297,0.1918239,0.4129507730754475,0.26740847,0.4594873880254212,0.30536138364728116
298,0.39779874,0.09336755,0.14919731,0.26199616,0.3737375939702794
299,0.41509434,0.1913637,0.25677135,0.29942418,0.2855498734238669
300,0.5969071644243692,0.24752349661316156,0.1704022,0.4928351487274392,0.47914017587054725
301,0.47169811,0.3024862681153162,0.19426082,0.49540329669301064,0.3674590446697022
302,0.32352337246950064,0.640731829295401,0.14116319,0.48965562762441417,0.479637440456752
303,0.28144654,0.15304125,0.12285911,0.07773512,0.4026411221870607
304,0.48794987333445566,0.2005312639208054,0.20491349,0.16122841,0.3104546445668719
305,0.55188679,0.1732402,0.13368647,0.49990992500835874,0.34124275414715016
306,0.46069182,0.05173851,0.16620052,0.68522073,0.4186582937318737
307,0.50169533705569,0.4214396743778275,0.11249229,0.42610365,0.22656863738476923
308,0.28616352,0.10383466,0.21864015,0.36852207,0.47292985886167715
309,0.30345912,0.1368536,0.23452923,0.39347409,0.4123641341320353
310,0.26886792,0.06473355,0.21127725,0.53435701,0.40746866324171904
311,0.25943396,0.08315176,0.19401024,0.49712092,0.39750800334908
312,0.4438021158179537,0.23537723161578256,0.24303944,0.4253921980073878,0.441598105747354
313,0.2672956,0.6234086483643471,0.21838185,0.49409844496174227,0.3299091110126616
314,0.26572327,0.06001087,0.19790314,0.46525912,0.36375528009077535
315,0.26572327,0.02923955,0.24976491,0.48368522,0.3202318632080795
316,0.52515723,0.09523252,0.2291654,0.52207294,0.3862582030389158
317,0.47955975,0.3318658391549276,0.20226129,0.4991484832198486,0.3780812145176089
318,0.56603774,0.10023721,0.20714853,0.48944338,0.41740456711413476
319,0.53773585,0.22872405956705572,0.30696512,0.44881024879649956,0.4200856274578273
320,0.64622642,0.4594814,0.18082776,0.42994242,0.3184916951756034
321,0.67924528,0.15902667,0.18721235,0.36852207,0.30481282876866045
322,0.61320755,0.24307064,0.21973189,0.57389635,0.2316612593622052
323,0.66509434,0.21310719,0.1814113,0.60268714,0.35708353424666545
324,0.7091195,0.15911262,0.19478824,0.4452975,0.25522929750596846
325,0.78301887,0.176554,0.18626692,0.32053743,0.37835740697965164
326,0.58490566,0.31403083,0.22731819,0.35700576,0.26520092505004333
327,0.6918239,0.16738953,0.22163282,0.43953935,0.3142488022459833
328,0.63836478,0.16087524,0.28736253,0.4975048,0.2931214030071971
329,0.66509434,0.07831366,0.18135908,0.61497121,0.32518759603579644
330,0.67610063,0.11633901,0.18999137,0.29942418,0.34485589820093554
331,0.64622642,0.22416685,0.20695084,0.54318618,0.28965240124302205
332,0.6918239,0.12750377,0.21230367,0.3915547,0.3039632339149179
333,0.63993711,0.2859081,0.23362044,0.50671785,0.22068425413695764
334,0.70440252,0.25684919,0.1975212,0.53550864,0.3240811481165083
335,0.3372385051399055,0.22015206,0.19580199,0.62955854,0.32667423666919654
336,0.66666667,0.09745796,0.22355312,0.47677543,0.28017857507704735
337,0.62106918,0.24799492,0.19071887,0.42034549,0.21591381455575093
338,0.62578616,0.24273792,0.25276748,0.6074856,0.32923488642762394
339,0.63993711,0.14507119,0.20761023,0.40307102,0.2640777079721859
340,0.6918239,0.3065194,0.22084203,0.40882917,0.27061106360370873
341,0.66037736,0.2269672,0.24377715,0.41458733,0.14591283845656805
342,0.3251712970834459,0.16742499,0.23416915,0.50671785,0.20232208337127924
343,0.70597484,0.17617647,0.29369732,0.38771593,0.18558236194196184
344,0.70125786,0.04366572,0.33556433,0.46525912,0.3088000525869958
345,0.67924528,0.13965162,0.24983803,0.51362764,0.27798052509531845
346,0.70597484,0.21568127,0.26612612,0.42380038,0.3064961500812144
347,0.64937107,0.18180149,0.18697468,0.36084453,0.30695125012208807
348,0.59433962,0.32169886,0.21926044,0.41458733,0.22905777875033176
349,0.72169811,0.5884595318052052,0.23653532,0.4330788063824401,0.29304647102718373
350,0.58490566,0.08194409,0.2193071,0.66333973,0.1936782685261071
351,0.62578616,0.33128429,0.20695647,0.35700576,0.36989602202031335
352,0.63993711,0.21213669,0.17667556,0.44913628,0.18817411880712867
353,0.69654088,0.27539079,0.19418755,0.42610365,0.2957040111985248
354,0.71855346,0.11450248,0.18765399,0.29558541,0.3348257410804588
355,0.62578616,0.11932977,0.18502771,0.48176583,0.295868444646035
356,0.64937107,0.28521091,0.21194,0.59424184,0.2353063355163337
357,0.62578616,0.32461579,0.20913436,0.40307102,0.23946327557107447
358,0.4474936935267917,0.23821446,0.21513915,0.52399232,0.3244928789460502
359,0.71698113,0.1407615,0.18732858,0.40307102,0.3181270350357018
360,0.6509434,0.18193283,0.23718731,0.53358925,0.2568830626979382
361,0.69968553,0.27020073,0.19349217,0.4049904,0.3307534247366968
362,0.77201258,0.12475807,0.21289312,0.28982726,0.41469654926991695
363,0.67610063,0.10372265,0.14481314,0.20537428,0.32887223197608956
364,0.68081761,0.25785751,0.17741485,0.54357006,0.2848506938617046
365,0.58647799,0.16402293,0.16277386,0.52591171,0.2952232281130781
366,0.70440252,0.11307248,0.20614217,0.39347409,0.19337132286199238
367,0.71226415,0.17098811,0.17578608,0.23608445,0.3245093486265878
368,0.69025157,0.1154071,0.20056898,0.33973129,0.3434320780779919
369,0.7327044,0.5325761324975977,0.19696718,0.46527888815930113,0.35481308138815737
370,0.67924528,0.18947683,0.21220181,0.48752399,0.26874894199831073
371,0.71226415,0.16701256,0.18132532,0.4452975,0.29555186365794067
372,0.69025157,0.12639958,0.22490145,0.48368522,0.280156022975943
373,0.66509434,0.07849618,0.26579436,0.65182342,0.3070853685895664
374,0.34733892947479134,0.44722380667367345,0.15885461,0.48092559908512644,0.3199010294201968
375,0.72169811,0.6876260707030566,0.24200754,0.41115196615302724,0.29900760817002614
376,0.58647799,0.32900672686614885,0.18353007,0.4993905029129959,0.31161606240142736
377,0.72012579,0.16572812,0.18610123,0.33973129,0.3050423149340465
